Katana ID (required),Material name,Category,Unit of measure,Purchase UoM,Conversion rate,Sell?,Batch trackable?,Default supplier,Variant code,Material variant,Default sales price,Default lead time,Default storage bin,MOQ,Location,Safety stock,Additional info,Website Name
17358704,A - Agora-3938 Trebol,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,17358704,A - Agora-3938 Trebol,,,,,FAM,0,,Agora® Plains 3938 - Trebol
17358705,A - Agora-3939 Brote,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,17358705,A - Agora-3939 Brote,,,,,FAM,0,,Agora® Plains 3939 - Brote
17358706,A - Agora-3940 Acqua,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,17358706,A - Agora-3940 Acqua,,,,,FAM,0,,Agora® Plains 3940 - Acqua
17358707,A - Agora-3941 Bombay,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,17358707,A - Agora-3941 Bombay,,,,,FAM,0,,Agora® Plains 3941 - Bombay
17358708,A - Agora-3943 Aral,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,17358708,A - Agora-3943 Aral,,,,,FAM,0,,Agora® Plains 3943 - Aral
17358709,A - Agora-3944 Malva,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,17358709,A - Agora-3944 Malva,,,,,FAM,0,,Agora® Plains 3944 - Malva
17358710,A - Agora-3945 Garnet,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,17358710,A - Agora-3945 Garnet,,,,,FAM,0,,Agora® Plains 3945 - Garnet
17358711,A - Agora-3947 Scarlet,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,17358711,A - Agora-3947 Scarlet,,,,,FAM,0,,Agora® Plains 3947 - Scarlet
33314723,A - Agora 3949 TEXTURE Poe,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,Agora3949,A - Agora 3949 TEXTURE Poe,,,,,FAM,0,,No exact match
25385581,A - Agora 3951 TEXTURE UGO,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,Agora3951,A - Agora 3951 TEXTURE UGO,,,,,FAM,0,,Agora® 3951 TEXTURE UGO
17358712,A - Agora 3953 Abaco Sand,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,17358712,A - Agora 3953 Abaco Sand,,,,,FAM,0,,Agora® 3953 Abaco Sand
17358713,A - Agora-3954 Abaco Botanic,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,17358713,A - Agora-3954 Abaco Botanic,,,,,FAM,0,,Agora® 3954 Abaco Botanic
17358714,A - Agora-3955 Abaco Ego,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,17358714,A - Agora-3955 Abaco Ego,,,,,FAM,0,,Agora® 3955 Abaco Ego
17358715,A - Agora-3956 Abaco Sea,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,17358715,A - Agora-3956 Abaco Sea,,,,,FAM,0,,Agora® 3956 Abaco Sea
17358716,A - Agora-3957 Abaco River,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,17358716,A - Agora-3957 Abaco River,,,,,FAM,0,,Agora® 3957 Abaco River
17358717,A - Agora-3958 Abaco Carbono,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,17358717,A - Agora-3958 Abaco Carbono,,,,,FAM,0,,Agora® 3958 Abaco Carbono
21562168,A - Agora 3961 TWITELL Sacha,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,Agora3961,A - Agora 3961 TWITELL Sacha,,,,,FAM,0,,Agora® 3961 TWITELL SACHA A
21562169,A - Agora 3964 TWITELL Ery,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,Agora3964,A - Agora 3964 TWITELL Ery,,,,,FAM,0,,Agora® 3964 TWITELL ERY A
21562170,A - Agora 3965 TWITELL Curcuma,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,Agora3965,A - Agora 3965 TWITELL Curcuma,,,,,FAM,0,,Agora® 3965 TWITELL CURCUMA A
21562171,A - Agora 3967 TWITELL Hibiscus,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,Agora3967,A - Agora 3967 TWITELL Hibiscus,,,,,FAM,0,,Agora® 3967 TWITELL HIBISCUS A
21562172,A - Agora 3973 TWITELL Toe,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,Agora3973,A - Agora 3973 TWITELL Toe,,,,,FAM,0,,Agora® 3973 TWITELL TOE A
21562173,A - Agora 3978 TWITELL Io,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,Agora3978,A - Agora 3978 TWITELL Io,,,,,FAM,0,,Agora® 3978 TWITELL IO A
21562174,A - Agora 8003 PANAMA Citron,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,Agora8003,A - Agora 8003 PANAMA Citron,,,,,FAM,0,,Agora® 8003 PANAMA CITRON
21562175,A - Agora 8004 PANAMA Menta,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,Agora8004,A - Agora 8004 PANAMA Menta,,,,,FAM,0,,Agora® 8004 PANAMA MENTA
21562176,A - Agora 8006 PANAMA Acqua,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,Agora8006,A - Agora 8006 PANAMA Acqua,,,,,FAM,0,,Agora® 8006 PANAMA ACQUA
21562177,A - Agora 8007 PANAMA Artic,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,Agora8007,A - Agora 8007 PANAMA Artic,,,,,FAM,0,,Agora® 8007 PANAMA ARTIC
21562178,A - Agora 8008 PANAMA Lino,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,Agora8008,A - Agora 8008 PANAMA Lino,,,,,FAM,0,,Agora® 8008 PANAMA LINO
21562179,A - Agora 8013 PANAMA Grafito,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,Agora8013,A - Agora 8013 PANAMA Grafito,,,,,FAM,0,,Agora® 8013 PANAMA GRAFITO
21562180,A - Agora 8016 THUNDER Bone,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,Agora8016,A - Agora 8016 THUNDER Bone,,,,,FAM,0,,Agora® 8016 THUNDER BONE
21562181,A - Agora 8017 THUNDER Integral,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,Agora8017,A - Agora 8017 THUNDER Integral,,,,,FAM,0,,Agora® 8017 THUNDER INTEGRAL
21562182,A - Agora 8018 THUNDER Limestone,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,Agora8018,A - Agora 8018 THUNDER Limestone,,,,,FAM,0,,Agora® 8018 THUNDER LIMESTONE
21562183,A - Agora 8019 THUNDER Cloud,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,Agora8019,A - Agora 8019 THUNDER Cloud,,,,,FAM,0,,Agora® 8019 THUNDER CLOUD
21562184,A - Agora 8020 THUNDER Slate,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,Agora8020,A - Agora 8020 THUNDER Slate,,,,,FAM,0,,Agora® 8020 THUNDER SLATE
21562185,A - Agora 8021 THUNDER Ash,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,Agora8021,A - Agora 8021 THUNDER Ash,,,,,FAM,0,,Agora® 8021 THUNDER ASH
21562186,A - Agora 8022 THUNDER Moka,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,Agora8022,A - Agora 8022 THUNDER Moka,,,,,FAM,0,,Agora® 8022 THUNDER MOKA
21562187,A - Agora 8023 THUNDER Terra,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,Agora8023,A - Agora 8023 THUNDER Terra,,,,,FAM,0,,Agora® 8023 THUNDER TERRA
21562188,A - Agora 8024 THUNDER Mustard,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,Agora8024,A - Agora 8024 THUNDER Mustard,,,,,FAM,0,,Agora® 8024 THUNDER MUSTARD
17358720,A - Agora 8031 Cottage Panama Lino Cafe [1.60W],Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,17358720,A - Agora 8031 Cottage Panama Lino Cafe [1.60W],,,,,FAM,0,,No exact match
17358721,A - Agora 8033 Cottage Panama Artic [1.60W],Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,17358721,A - Agora 8033 Cottage Panama Artic [1.60W],,,,,FAM,0,,Agora® 8033 Cottage Panama Artic
17358718,A - Agora 8035 Cottage Panam Coco,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,17358718,A - Agora 8035 Cottage Panam Coco,,,,,FAM,0,,Agora® 8035 Cottage Panama Cocoa
17358719,A - Agora-8036 Cottage Grafito,Fabric,m,m,1,no,no,SUJAN IMPEX PVT. LTD.,17358719,A - Agora-8036 Cottage Grafito,,,,,FAM,0,,No exact match
17507723,A - AntiSlip Fabric,Fabric,m,m,1,no,no,USA,Antislip,A - AntiSlip Fabric,,,,,FAM,0,,
17404550,A - ARTICO LEATHER Sr No. 10 Shade PLEATHER-PLAIN-309,Fabric,m,m,1,no,no,Home Ideas,17404550,A - ARTICO LEATHER Sr No. 10 Shade PLEATHER-PLAIN-309,,,,,FAM,0,,
17404551,A - ARTICO LEATHER Sr No. 11 Shade PLEATHER-PLAIN-311,Fabric,m,m,1,no,no,Home Ideas,17404551,A - ARTICO LEATHER Sr No. 11 Shade PLEATHER-PLAIN-311,,,,,FAM,0,,
17404552,A - ARTICO LEATHER Sr No. 12 Shade PLEATHER-PLAIN-312,Fabric,m,m,1,no,no,Home Ideas,17404552,A - ARTICO LEATHER Sr No. 12 Shade PLEATHER-PLAIN-312,,,,,FAM,0,,
17404553,A - ARTICO LEATHER Sr No. 13 Shade PLEATHER-PLAIN-313,Fabric,m,m,1,no,no,Home Ideas,17404553,A - ARTICO LEATHER Sr No. 13 Shade PLEATHER-PLAIN-313,,,,,FAM,0,,
17404554,A - ARTICO LEATHER Sr No. 14 Shade PLEATHER-PLAIN-314,Fabric,m,m,1,no,no,Home Ideas,17404554,A - ARTICO LEATHER Sr No. 14 Shade PLEATHER-PLAIN-314,,,,,FAM,0,,
17404555,A - ARTICO LEATHER Sr No. 15 Shade PLEATHER-PLAIN-315,Fabric,m,m,1,no,no,Home Ideas,17404555,A - ARTICO LEATHER Sr No. 15 Shade PLEATHER-PLAIN-315,,,,,FAM,0,,
17404556,A - ARTICO LEATHER Sr No. 16 Shade PLEATHER-PLAIN-316,Fabric,m,m,1,no,no,Home Ideas,17404556,A - ARTICO LEATHER Sr No. 16 Shade PLEATHER-PLAIN-316,,,,,FAM,0,,
17404557,A - ARTICO LEATHER Sr No. 17 Shade PLEATHER-PLAIN-317,Fabric,m,m,1,no,no,Home Ideas,17404557,A - ARTICO LEATHER Sr No. 17 Shade PLEATHER-PLAIN-317,,,,,FAM,0,,
17404558,A - ARTICO LEATHER Sr No. 18 Shade PLEATHER-PLAIN-318,Fabric,m,m,1,no,no,Home Ideas,17404558,A - ARTICO LEATHER Sr No. 18 Shade PLEATHER-PLAIN-318,,,,,FAM,0,,
17404541,A - ARTICO LEATHER Sr No. 1 Shade PLEATHER-PLAIN-301,Fabric,m,m,1,no,no,Home Ideas,17404541,A - ARTICO LEATHER Sr No. 1 Shade PLEATHER-PLAIN-301,,,,,FAM,0,,
17404542,A - ARTICO LEATHER Sr No. 2 Shade PLEATHER-PLAIN-302,Fabric,m,m,1,no,no,Home Ideas,17404542,A - ARTICO LEATHER Sr No. 2 Shade PLEATHER-PLAIN-302,,,,,FAM,0,,
17404543,A - ARTICO LEATHER Sr No. 3 Shade PLEATHER-PLAIN-303,Fabric,m,m,1,no,no,Home Ideas,17404543,A - ARTICO LEATHER Sr No. 3 Shade PLEATHER-PLAIN-303,,,,,FAM,0,,
17404544,A - ARTICO LEATHER Sr No. 4 Shade PLEATHER-PLAIN-304,Fabric,m,m,1,no,no,Home Ideas,17404544,A - ARTICO LEATHER Sr No. 4 Shade PLEATHER-PLAIN-304,,,,,FAM,0,,
17404545,A - ARTICO LEATHER Sr No. 5 Shade PLEATHER-PLAIN-305,Fabric,m,m,1,no,no,Home Ideas,17404545,A - ARTICO LEATHER Sr No. 5 Shade PLEATHER-PLAIN-305,,,,,FAM,0,,
17404546,A - ARTICO LEATHER Sr No. 6 Shade PLEATHER-PLAIN-306,Fabric,m,m,1,no,no,Home Ideas,17404546,A - ARTICO LEATHER Sr No. 6 Shade PLEATHER-PLAIN-306,,,,,FAM,0,,
17404547,A - ARTICO LEATHER Sr No. 7 Shade PLEATHER-PLAIN-307,Fabric,m,m,1,no,no,Home Ideas,17404547,A - ARTICO LEATHER Sr No. 7 Shade PLEATHER-PLAIN-307,,,,,FAM,0,,
17404548,A - ARTICO LEATHER Sr No. 8 Shade PLEATHER-PLAIN-308,Fabric,m,m,1,no,no,Home Ideas,17404548,A - ARTICO LEATHER Sr No. 8 Shade PLEATHER-PLAIN-308,,,,,FAM,0,,
17404549,A - ARTICO LEATHER Sr No. 9 Shade PLEATHER-PLAIN-310,Fabric,m,m,1,no,no,Home Ideas,17404549,A - ARTICO LEATHER Sr No. 9 Shade PLEATHER-PLAIN-310,,,,,FAM,0,,
17404467,A - BLING II Sr No. 201 Shade SOFTLY FOIL PRINT+MULTICOLOR-140-FOIL-2565-RFP^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404467,A - BLING II Sr No. 201 Shade SOFTLY FOIL PRINT+MULTICOLOR-140-FOIL-2565-RFP^PLAIN,,,,,FAM,0,,Bling Foil Sr 201 Shade RFP
17404468,A - BLING II Sr No. 202 Shade POLO WITH FOIL PRINT-140-FOIL-2517-72093^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404468,A - BLING II Sr No. 202 Shade POLO WITH FOIL PRINT-140-FOIL-2517-72093^PLAIN,,,,,FAM,0,,Bling Foil Sr 202 Shade 72093
17404469,A - BLING II Sr No. 203 Shade POLO WITH FOIL PRINT-140-FOIL-2535-72104^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404469,A - BLING II Sr No. 203 Shade POLO WITH FOIL PRINT-140-FOIL-2535-72104^PLAIN,,,,,FAM,0,,Bling Foil Sr 203 Shade 72104
17404470,A - BLING II Sr No. 204 Shade POLO WITH FOIL PRINT-140-FOIL-2525-72093^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404470,A - BLING II Sr No. 204 Shade POLO WITH FOIL PRINT-140-FOIL-2525-72093^PLAIN,,,,,FAM,0,,Bling Foil Sr 204 Shade 72093
17404471,A - BLING II Sr No. 205 Shade SOFTLY WITH MULTICOLOR+FOIL PRINT-140-FOIL-3024-RFP^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404471,A - BLING II Sr No. 205 Shade SOFTLY WITH MULTICOLOR+FOIL PRINT-140-FOIL-3024-RFP^PLAIN,,,,,FAM,0,,Bling Foil Sr 205 Shade RFP
17404472,A - BLING II Sr No. 206 Shade POLO WITH FOIL PRINT-140-FOIL-2548-53849^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404472,A - BLING II Sr No. 206 Shade POLO WITH FOIL PRINT-140-FOIL-2548-53849^PLAIN,,,,,FAM,0,,Bling Foil Sr 206 Shade 53849
17404473,A - BLING II Sr No. 207 Shade POLO WITH FOIL PRINT-140-FOIL-2540-53849^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404473,A - BLING II Sr No. 207 Shade POLO WITH FOIL PRINT-140-FOIL-2540-53849^PLAIN,,,,,FAM,0,,Bling Foil Sr 207 Shade 53849
17404474,A - BLING II Sr No. 208 Shade POLO WITH FOIL PRINT-140-FOIL-2509-72093^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404474,A - BLING II Sr No. 208 Shade POLO WITH FOIL PRINT-140-FOIL-2509-72093^PLAIN,,,,,FAM,0,,Bling Foil Sr 208 Shade 72093
17404475,A - BLING II Sr No. 209 Shade POLO WITH FOIL PRINT-140-FOIL-2532-53849^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404475,A - BLING II Sr No. 209 Shade POLO WITH FOIL PRINT-140-FOIL-2532-53849^PLAIN,,,,,FAM,0,,Bling Foil Sr 209 Shade 53849
17404476,A - BLING II Sr No. 210 Shade POLO WITH FOIL PRINT-140-FOIL-2543-72104^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404476,A - BLING II Sr No. 210 Shade POLO WITH FOIL PRINT-140-FOIL-2543-72104^PLAIN,,,,,FAM,0,,Bling Foil Sr 210 Shade 72104
17404477,A - BLING II Sr No. 211 Shade SOFTLY WITH MULTICOLOR+FOIL PRINT-140-FOIL-3015-RFP^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404477,A - BLING II Sr No. 211 Shade SOFTLY WITH MULTICOLOR+FOIL PRINT-140-FOIL-3015-RFP^PLAIN,,,,,FAM,0,,Bling Foil Sr 211 Shade RFP
17404478,A - BLING II Sr No. 212 Shade SOFTLY WITH MULTICOLOR-140-TRF-2685-RFP^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404478,A - BLING II Sr No. 212 Shade SOFTLY WITH MULTICOLOR-140-TRF-2685-RFP^PLAIN,,,,,FAM,0,,Bling Foil Sr 212 Shade RFP
17404479,A - BLING II Sr No. 213 Shade POLO WITH FOIL PRINT-140-FOIL-2551-72104^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404479,A - BLING II Sr No. 213 Shade POLO WITH FOIL PRINT-140-FOIL-2551-72104^PLAIN,,,,,FAM,0,,Bling Foil Sr 213 Shade 72104
17404480,A - BLING II Sr No. 214 Shade SOFTLY FOIL PRINT+MULTICOLOR-140-FOIL-2558-RFP^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404480,A - BLING II Sr No. 214 Shade SOFTLY FOIL PRINT+MULTICOLOR-140-FOIL-2558-RFP^PLAIN,,,,,FAM,0,,Bling Foil Sr 214 Shade RFP
17404481,A - BLING II Sr No. 215 Shade POLO WITH FOIL PRINT-140-FOIL-2531-53453^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404481,A - BLING II Sr No. 215 Shade POLO WITH FOIL PRINT-140-FOIL-2531-53453^PLAIN,,,,,FAM,0,,Bling Foil Sr 215 Shade 52453
17404482,A - BLING II Sr No. 216 Shade POLO WITH FOIL PRINT-140-FOIL-2539-53453^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404482,A - BLING II Sr No. 216 Shade POLO WITH FOIL PRINT-140-FOIL-2539-53453^PLAIN,,,,,FAM,0,,Bling Foil Sr 216 Shade 53453
17404483,A - BLING II Sr No. 217 Shade POLO WITH FOIL PRINT-140-FOIL-2506-53457^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404483,A - BLING II Sr No. 217 Shade POLO WITH FOIL PRINT-140-FOIL-2506-53457^PLAIN,,,,,FAM,0,,Bling Foil Sr 217 Shade 53457
17404484,A - BLING II Sr No. 218 Shade POLO WITH FOIL PRINT-140-FOIL-2514-53457^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404484,A - BLING II Sr No. 218 Shade POLO WITH FOIL PRINT-140-FOIL-2514-53457^PLAIN,,,,,FAM,0,,Bling Foil Sr 218 Shade 53457
17404485,A - BLING II Sr No. 219 Shade POLO WITH FOIL PRINT-140-FOIL-2522-53457^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404485,A - BLING II Sr No. 219 Shade POLO WITH FOIL PRINT-140-FOIL-2522-53457^PLAIN,,,,,FAM,0,,Bling Foil Sr 219 Shade 53457
17404486,A - BLING II Sr No. 220 Shade SOFTLY FOIL PRINT+MULTICOLOR-140-FOIL-2560-RFP^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404486,A - BLING II Sr No. 220 Shade SOFTLY FOIL PRINT+MULTICOLOR-140-FOIL-2560-RFP^PLAIN,,,,,FAM,0,,Bling Foil Sr 220 Shade RFP
17404487,A - BLING II Sr No. 221 Shade POLO WITH FOIL PRINT-140-FOIL-2521-53732^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404487,A - BLING II Sr No. 221 Shade POLO WITH FOIL PRINT-140-FOIL-2521-53732^PLAIN,,,,,FAM,0,,Bling Foil Sr 221 Shade 53732
17404488,A - BLING II Sr No. 222 Shade SOFTLY WITH MULTICOLOR+FOIL PRINT-140-FOIL-2566-RFP^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404488,A - BLING II Sr No. 222 Shade SOFTLY WITH MULTICOLOR+FOIL PRINT-140-FOIL-2566-RFP^PLAIN,,,,,FAM,0,,Bling Foil Sr 222 Shade RFP
17404489,A - BLING II Sr No. 223 Shade SOFTLY WITH MULTICOLOR-140-TRF-2689-RFP^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404489,A - BLING II Sr No. 223 Shade SOFTLY WITH MULTICOLOR-140-TRF-2689-RFP^PLAIN,,,,,FAM,0,,Bling Foil Sr 223 Shade RFP
17404490,A - BLING II Sr No. 224 Shade POLO WITH FOIL PRINT-140-FOIL-2547-53453^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404490,A - BLING II Sr No. 224 Shade POLO WITH FOIL PRINT-140-FOIL-2547-53453^PLAIN,,,,,FAM,0,,Bling Foil Sr 224 Shade 53453
17404491,A - BLING II Sr No. 225 Shade POLO WITH FOIL PRINT-140-FOIL-2505-53732^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404491,A - BLING II Sr No. 225 Shade POLO WITH FOIL PRINT-140-FOIL-2505-53732^PLAIN,,,,,FAM,0,,Bling Foil Sr 225 Shade 53732
17404492,A - BLING II Sr No. 226 Shade POLO WITH FOIL PRINT-140-FOIL-2513-53732^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404492,A - BLING II Sr No. 226 Shade POLO WITH FOIL PRINT-140-FOIL-2513-53732^PLAIN,,,,,FAM,0,,Bling Foil Sr 226 Shade 53732
17404493,A - BLING II Sr No. 227 Shade POLO WITH FOIL PRINT-140-FOIL-2537-53733^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404493,A - BLING II Sr No. 227 Shade POLO WITH FOIL PRINT-140-FOIL-2537-53733^PLAIN,,,,,FAM,0,,Bling Foil Sr 227 Shade 53733
17404494,A - BLING II Sr No. 228 Shade POLO WITH FOIL PRINT-140-FOIL-2545-53733^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404494,A - BLING II Sr No. 228 Shade POLO WITH FOIL PRINT-140-FOIL-2545-53733^PLAIN,,,,,FAM,0,,Bling Foil Sr 228 Shade 53733
17404495,A - BLING II Sr No. 229 Shade SOFTLY WITH MULTICOLOR-140-TRF-2687-RFP^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404495,A - BLING II Sr No. 229 Shade SOFTLY WITH MULTICOLOR-140-TRF-2687-RFP^PLAIN,,,,,FAM,0,,Bling Foil Sr 229 Shade RFP
17404496,A - BLING II Sr No. 230 Shade POLO WITH FOIL PRINT-140-FOIL-2512-53731^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404496,A - BLING II Sr No. 230 Shade POLO WITH FOIL PRINT-140-FOIL-2512-53731^PLAIN,,,,,FAM,0,,Bling Foil Sr 230 Shade 53731
17404497,A - BLING II Sr No. 231 Shade POLO WITH FOIL PRINT-140-FOIL-2504-53731^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404497,A - BLING II Sr No. 231 Shade POLO WITH FOIL PRINT-140-FOIL-2504-53731^PLAIN,,,,,FAM,0,,Bling Foil Sr 231 Shade 53731
17404498,A - BLING II Sr No. 232 Shade POLO WITH FOIL PRINT-140-FOIL-2520-53731^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404498,A - BLING II Sr No. 232 Shade POLO WITH FOIL PRINT-140-FOIL-2520-53731^PLAIN,,,,,FAM,0,,Bling Foil Sr 232 Shade 53731
17404499,A - BLING II Sr No. 233 Shade POLO WITH FOIL PRINT-140-FOIL-2528-4429^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404499,A - BLING II Sr No. 233 Shade POLO WITH FOIL PRINT-140-FOIL-2528-4429^PLAIN,,,,,FAM,0,,Bling Foil Sr 233 Shade 4429
17404500,A - BLING II Sr No. 234 Shade POLO WITH FOIL PRINT-140-FOIL-2536-4429^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404500,A - BLING II Sr No. 234 Shade POLO WITH FOIL PRINT-140-FOIL-2536-4429^PLAIN,,,,,FAM,0,,Bling Foil Sr 234 Shade 4429
17404501,A - BLING II Sr No. 235 Shade POLO WITH FOIL PRINT-140-FOIL-2544-4429^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404501,A - BLING II Sr No. 235 Shade POLO WITH FOIL PRINT-140-FOIL-2544-4429^PLAIN,,,,,FAM,0,,Bling Foil Sr 235 Shade 4429
17404502,A - BLING II Sr No. 236 Shade POLO WITH FOIL PRINT-140-FOIL-2538-53727^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404502,A - BLING II Sr No. 236 Shade POLO WITH FOIL PRINT-140-FOIL-2538-53727^PLAIN,,,,,FAM,0,,Bling Foil Sr 236 Shade 53727
17404503,A - BLING II Sr No. 237 Shade POLO WITH FOIL PRINT-140-FOIL-2530-53727^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404503,A - BLING II Sr No. 237 Shade POLO WITH FOIL PRINT-140-FOIL-2530-53727^PLAIN,,,,,FAM,0,,Bling Foil Sr 237 Shade 53727
17404504,A - BLING II Sr No. 238 Shade POLO WITH FOIL PRINT-140-FOIL-2523-54247^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404504,A - BLING II Sr No. 238 Shade POLO WITH FOIL PRINT-140-FOIL-2523-54247^PLAIN,,,,,FAM,0,,Bling Foil Sr 238 Shade 54247
17404505,A - BLING II Sr No. 239 Shade POLO WITH FOIL PRINT-140-FOIL-2515-54247^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404505,A - BLING II Sr No. 239 Shade POLO WITH FOIL PRINT-140-FOIL-2515-54247^PLAIN,,,,,FAM,0,,Bling Foil Sr 239 Shade 54247
17404506,A - BLING II Sr No. 240 Shade POLO WITH FOIL PRINT-140-FOIL-2546-53727^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404506,A - BLING II Sr No. 240 Shade POLO WITH FOIL PRINT-140-FOIL-2546-53727^PLAIN,,,,,FAM,0,,Bling Foil Sr 240 Shade 53727
17404507,A - BLING II Sr No. 241 Shade POLO WITH FOIL PRINT-140-FOIL-2529-53733^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404507,A - BLING II Sr No. 241 Shade POLO WITH FOIL PRINT-140-FOIL-2529-53733^PLAIN,,,,,FAM,0,,Bling Foil Sr 241 Shade 53733
17404508,A - BLING II Sr No. 242 Shade SOFTLY FOIL PRINT+MULTICOLOR-140-FOIL-2559-RFP^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404508,A - BLING II Sr No. 242 Shade SOFTLY FOIL PRINT+MULTICOLOR-140-FOIL-2559-RFP^PLAIN,,,,,FAM,0,,Bling Foil Sr 242 Shade RFP
17404509,A - BLING II Sr No. 243 Shade SOFTLY WITH MULTICOLOR+FOIL PRINT-140-FOIL-3014-RFP^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404509,A - BLING II Sr No. 243 Shade SOFTLY WITH MULTICOLOR+FOIL PRINT-140-FOIL-3014-RFP^PLAIN,,,,,FAM,0,,Bling Foil Sr 243 Shade RFP
